latitude_bin,longitude_bin,updated_type,updated_subtype,alert_count
41.95,-87.9,Traffic Jam,Standstill,3
41.95,-87.9,Traffic Jam,Unclassified,3
41.95,-87.89,Hazard,Road,16
41.95,-87.89,Hazard,Shoulder,48
41.95,-87.89,Hazard,Weather,1
41.95,-87.89,Traffic Jam,Heavy,4
41.95,-87.89,Traffic Jam,Standstill,4
41.95,-87.89,Traffic Jam,Unclassified,2
41.95,-87.86,Traffic Jam,Unclassified,1
41.95,-87.85,Accident,Unclassified,1
41.95,-87.85,Hazard,Road,13
41.95,-87.85,Hazard,Unclassified,1
41.95,-87.85,Hazard,Weather,2
41.95,-87.85,Traffic Jam,Heavy,4
41.95,-87.85,Traffic Jam,Standstill,5
41.95,-87.85,Traffic Jam,Unclassified,2
41.95,-87.84,Accident,Major,2
41.95,-87.84,Accident,Minor,8
41.95,-87.84,Accident,Unclassified,29
41.95,-87.84,Hazard,Road,78
41.95,-87.84,Hazard,Shoulder,26
41.95,-87.84,Hazard,Unclassified,5
41.95,-87.84,Hazard,Weather,1
41.95,-87.84,Road Closure,Unclassified,2
41.95,-87.84,Traffic Jam,Heavy,121
41.95,-87.84,Traffic Jam,Moderate,4
41.95,-87.84,Traffic Jam,Standstill,100
41.95,-87.84,Traffic Jam,Unclassified,44
41.95,-87.83,Accident,Unclassified,7
41.95,-87.83,Hazard,Road,19
41.95,-87.83,Hazard,Shoulder,2
41.95,-87.83,Hazard,Unclassified,1
41.95,-87.83,Hazard,Weather,1
41.95,-87.83,Traffic Jam,Heavy,34
41.95,-87.83,Traffic Jam,Standstill,13
41.95,-87.83,Traffic Jam,Unclassified,17
41.95,-87.82,Accident,Minor,1
41.95,-87.82,Accident,Unclassified,5
41.95,-87.82,Hazard,Road,14
41.95,-87.82,Hazard,Shoulder,8
41.95,-87.82,Hazard,Weather,7
41.95,-87.82,Traffic Jam,Heavy,18
41.95,-87.82,Traffic Jam,Moderate,2
41.95,-87.82,Traffic Jam,Standstill,8
41.95,-87.82,Traffic Jam,Unclassified,13
41.95,-87.81,Accident,Minor,2
41.95,-87.81,Accident,Unclassified,23
41.95,-87.81,Hazard,Road,97
41.95,-87.81,Hazard,Shoulder,16
41.95,-87.81,Hazard,Unclassified,9
41.95,-87.81,Hazard,Weather,3
41.95,-87.81,Road Closure,Unclassified,8
41.95,-87.81,Traffic Jam,Heavy,102
41.95,-87.81,Traffic Jam,Moderate,2
41.95,-87.81,Traffic Jam,Standstill,74
41.95,-87.81,Traffic Jam,Unclassified,42
41.95,-87.8,Accident,Minor,3
41.95,-87.8,Accident,Unclassified,9
41.95,-87.8,Hazard,Road,60
41.95,-87.8,Hazard,Shoulder,6
41.95,-87.8,Hazard,Weather,7
41.95,-87.8,Road Closure,Unclassified,1
41.95,-87.8,Traffic Jam,Heavy,182
41.95,-87.8,Traffic Jam,Moderate,6
41.95,-87.8,Traffic Jam,Standstill,114
41.95,-87.8,Traffic Jam,Unclassified,66
41.95,-87.79,Accident,Minor,2
41.95,-87.79,Accident,Unclassified,21
41.95,-87.79,Hazard,Road,71
41.95,-87.79,Hazard,Shoulder,15
41.95,-87.79,Hazard,Weather,4
41.95,-87.79,Traffic Jam,Heavy,152
41.95,-87.79,Traffic Jam,Moderate,5
41.95,-87.79,Traffic Jam,Standstill,113
41.95,-87.79,Traffic Jam,Unclassified,61
41.95,-87.78,Accident,Major,1
41.95,-87.78,Accident,Minor,3
41.95,-87.78,Accident,Unclassified,12
41.95,-87.78,Hazard,Road,112
41.95,-87.78,Hazard,Shoulder,6
41.95,-87.78,Hazard,Weather,1
41.95,-87.78,Road Closure,Unclassified,13
41.95,-87.78,Traffic Jam,Heavy,63
41.95,-87.78,Traffic Jam,Moderate,6
41.95,-87.78,Traffic Jam,Standstill,42
41.95,-87.78,Traffic Jam,Unclassified,54
41.95,-87.77,Accident,Unclassified,17
41.95,-87.77,Hazard,Road,161
41.95,-87.77,Hazard,Shoulder,11
41.95,-87.77,Hazard,Unclassified,1
41.95,-87.77,Hazard,Weather,5
41.95,-87.77,Road Closure,Unclassified,2
41.95,-87.77,Traffic Jam,Heavy,75
41.95,-87.77,Traffic Jam,Moderate,2
41.95,-87.77,Traffic Jam,Standstill,49
41.95,-87.77,Traffic Jam,Unclassified,45
41.95,-87.76,Accident,Major,1
41.95,-87.76,Accident,Minor,2
41.95,-87.76,Accident,Unclassified,15
41.95,-87.76,Hazard,Road,107
41.95,-87.76,Hazard,Shoulder,19
41.95,-87.76,Hazard,Weather,1
41.95,-87.76,Road Closure,Construction,3
41.95,-87.76,Road Closure,Unclassified,20
41.95,-87.76,Traffic Jam,Heavy,76
41.95,-87.76,Traffic Jam,Standstill,59
41.95,-87.76,Traffic Jam,Unclassified,46
41.95,-87.75,Accident,Major,4
41.95,-87.75,Accident,Minor,2
41.95,-87.75,Accident,Unclassified,51
41.95,-87.75,Hazard,Road,264
41.95,-87.75,Hazard,Shoulder,30
41.95,-87.75,Hazard,Weather,4
41.95,-87.75,Road Closure,Event,3
41.95,-87.75,Road Closure,Unclassified,11
41.95,-87.75,Traffic Jam,Heavy,340
41.95,-87.75,Traffic Jam,Moderate,11
41.95,-87.75,Traffic Jam,Standstill,218
41.95,-87.75,Traffic Jam,Unclassified,127
41.95,-87.74,Accident,Major,3
41.95,-87.74,Accident,Minor,6
41.95,-87.74,Accident,Unclassified,28
41.95,-87.74,Hazard,Road,255
41.95,-87.74,Hazard,Shoulder,26
41.95,-87.74,Hazard,Weather,9
41.95,-87.74,Road Closure,Construction,1
41.95,-87.74,Road Closure,Event,5
41.95,-87.74,Road Closure,Unclassified,85
41.95,-87.74,Traffic Jam,Heavy,311
41.95,-87.74,Traffic Jam,Moderate,11
41.95,-87.74,Traffic Jam,Standstill,458
41.95,-87.74,Traffic Jam,Unclassified,118
41.95,-87.73,Accident,Major,37
41.95,-87.73,Accident,Minor,24
41.95,-87.73,Accident,Unclassified,171
41.95,-87.73,Hazard,Road,895
41.95,-87.73,Hazard,Shoulder,1438
41.95,-87.73,Hazard,Unclassified,22
41.95,-87.73,Hazard,Weather,22
41.95,-87.73,Road Closure,Construction,2
41.95,-87.73,Road Closure,Event,3
41.95,-87.73,Road Closure,Unclassified,49
41.95,-87.73,Traffic Jam,Heavy,2089
41.95,-87.73,Traffic Jam,Moderate,46
41.95,-87.73,Traffic Jam,Standstill,1972
41.95,-87.73,Traffic Jam,Unclassified,529
41.95,-87.72,Accident,Major,55
41.95,-87.72,Accident,Minor,39
41.95,-87.72,Accident,Unclassified,196
41.95,-87.72,Hazard,Road,826
41.95,-87.72,Hazard,Shoulder,1879
41.95,-87.72,Hazard,Unclassified,17
41.95,-87.72,Hazard,Weather,20
41.95,-87.72,Road Closure,Unclassified,14
41.95,-87.72,Traffic Jam,Heavy,2344
41.95,-87.72,Traffic Jam,Moderate,55
41.95,-87.72,Traffic Jam,Standstill,1626
41.95,-87.72,Traffic Jam,Unclassified,507
41.95,-87.71,Accident,Major,4
41.95,-87.71,Accident,Minor,6
41.95,-87.71,Accident,Unclassified,72
41.95,-87.71,Hazard,Road,312
41.95,-87.71,Hazard,Shoulder,47
41.95,-87.71,Hazard,Weather,8
41.95,-87.71,Road Closure,Unclassified,15
41.95,-87.71,Traffic Jam,Heavy,729
41.95,-87.71,Traffic Jam,Moderate,22
41.95,-87.71,Traffic Jam,Standstill,635
41.95,-87.71,Traffic Jam,Unclassified,246
41.95,-87.7,Accident,Major,2
41.95,-87.7,Accident,Minor,4
41.95,-87.7,Accident,Unclassified,29
41.95,-87.7,Hazard,Road,239
41.95,-87.7,Hazard,Shoulder,46
41.95,-87.7,Hazard,Weather,9
41.95,-87.7,Road Closure,Unclassified,51
41.95,-87.7,Traffic Jam,Heavy,628
41.95,-87.7,Traffic Jam,Moderate,18
41.95,-87.7,Traffic Jam,Standstill,305
41.95,-87.7,Traffic Jam,Unclassified,144
41.95,-87.69,Accident,Major,6
41.95,-87.69,Accident,Minor,5
41.95,-87.69,Accident,Unclassified,54
41.95,-87.69,Hazard,Road,250
41.95,-87.69,Hazard,Shoulder,20
41.95,-87.69,Hazard,Unclassified,1
41.95,-87.69,Hazard,Weather,5
41.95,-87.69,Road Closure,Unclassified,15
41.95,-87.69,Traffic Jam,Heavy,448
41.95,-87.69,Traffic Jam,Moderate,26
41.95,-87.69,Traffic Jam,Standstill,332
41.95,-87.69,Traffic Jam,Unclassified,168
41.95,-87.68,Accident,Major,13
41.95,-87.68,Accident,Unclassified,33
41.95,-87.68,Hazard,Road,208
41.95,-87.68,Hazard,Shoulder,26
41.95,-87.68,Hazard,Unclassified,2
41.95,-87.68,Hazard,Weather,13
41.95,-87.68,Road Closure,Construction,1
41.95,-87.68,Road Closure,Unclassified,32
41.95,-87.68,Traffic Jam,Heavy,424
41.95,-87.68,Traffic Jam,Moderate,16
41.95,-87.68,Traffic Jam,Standstill,372
41.95,-87.68,Traffic Jam,Unclassified,139
41.95,-87.67,Accident,Major,3
41.95,-87.67,Accident,Minor,3
41.95,-87.67,Accident,Unclassified,45
41.95,-87.67,Hazard,Road,426
41.95,-87.67,Hazard,Shoulder,27
41.95,-87.67,Hazard,Weather,17
41.95,-87.67,Road Closure,Event,5
41.95,-87.67,Road Closure,Unclassified,39
41.95,-87.67,Traffic Jam,Heavy,539
41.95,-87.67,Traffic Jam,Moderate,20
41.95,-87.67,Traffic Jam,Standstill,434
41.95,-87.67,Traffic Jam,Unclassified,172
41.95,-87.66,Accident,Major,1
41.95,-87.66,Accident,Minor,1
41.95,-87.66,Accident,Unclassified,35
41.95,-87.66,Hazard,Road,170
41.95,-87.66,Hazard,Shoulder,23
41.95,-87.66,Hazard,Unclassified,3
41.95,-87.66,Hazard,Weather,9
41.95,-87.66,Road Closure,Construction,1
41.95,-87.66,Road Closure,Event,5
41.95,-87.66,Road Closure,Unclassified,113
41.95,-87.66,Traffic Jam,Heavy,365
41.95,-87.66,Traffic Jam,Moderate,21
41.95,-87.66,Traffic Jam,Standstill,393
41.95,-87.66,Traffic Jam,Unclassified,185
41.95,-87.65,Accident,Major,1
41.95,-87.65,Accident,Minor,1
41.95,-87.65,Accident,Unclassified,50
41.95,-87.65,Hazard,Road,240
41.95,-87.65,Hazard,Shoulder,47
41.95,-87.65,Hazard,Weather,19
41.95,-87.65,Road Closure,Event,49
41.95,-87.65,Road Closure,Unclassified,329
41.95,-87.65,Traffic Jam,Heavy,395
41.95,-87.65,Traffic Jam,Moderate,31
41.95,-87.65,Traffic Jam,Standstill,608
41.95,-87.65,Traffic Jam,Unclassified,187
41.95,-87.64,Accident,Major,7
41.95,-87.64,Accident,Minor,12
41.95,-87.64,Accident,Unclassified,105
41.95,-87.64,Hazard,Road,409
41.95,-87.64,Hazard,Shoulder,389
41.95,-87.64,Hazard,Unclassified,5
41.95,-87.64,Hazard,Weather,19
41.95,-87.64,Road Closure,Event,52
41.95,-87.64,Road Closure,Unclassified,9
41.95,-87.64,Traffic Jam,Heavy,421
41.95,-87.64,Traffic Jam,Moderate,19
41.95,-87.64,Traffic Jam,Standstill,457
41.95,-87.64,Traffic Jam,Unclassified,155
41.96,-87.93,Hazard,Road,5
41.96,-87.93,Hazard,Shoulder,8
41.96,-87.92,Hazard,Road,16
41.96,-87.92,Hazard,Shoulder,2
41.96,-87.92,Hazard,Unclassified,4
41.96,-87.92,Hazard,Weather,1
41.96,-87.92,Traffic Jam,Unclassified,2
41.96,-87.91,Accident,Unclassified,1
41.96,-87.91,Hazard,Road,7
41.96,-87.91,Hazard,Unclassified,3
41.96,-87.91,Hazard,Weather,1
41.96,-87.89,Accident,Unclassified,5
41.96,-87.89,Hazard,Road,71
41.96,-87.89,Hazard,Shoulder,118
41.96,-87.89,Hazard,Weather,2
41.96,-87.89,Traffic Jam,Heavy,17
41.96,-87.89,Traffic Jam,Standstill,8
41.96,-87.89,Traffic Jam,Unclassified,9
41.96,-87.88,Accident,Major,1
41.96,-87.88,Accident,Minor,3
41.96,-87.88,Accident,Unclassified,11
41.96,-87.88,Hazard,Road,71
41.96,-87.88,Hazard,Shoulder,261
41.96,-87.88,Hazard,Unclassified,9
41.96,-87.88,Hazard,Weather,2
41.96,-87.88,Road Closure,Unclassified,2
41.96,-87.88,Traffic Jam,Heavy,31
41.96,-87.88,Traffic Jam,Moderate,1
41.96,-87.88,Traffic Jam,Standstill,36
41.96,-87.88,Traffic Jam,Unclassified,15
41.96,-87.85,Accident,Unclassified,2
41.96,-87.85,Hazard,Road,10
41.96,-87.85,Hazard,Shoulder,5
41.96,-87.85,Traffic Jam,Unclassified,1
41.96,-87.84,Accident,Major,1
41.96,-87.84,Accident,Minor,2
41.96,-87.84,Accident,Unclassified,8
41.96,-87.84,Hazard,Road,112
41.96,-87.84,Hazard,Shoulder,7
41.96,-87.84,Hazard,Unclassified,6
41.96,-87.84,Hazard,Weather,1
41.96,-87.84,Traffic Jam,Heavy,68
41.96,-87.84,Traffic Jam,Moderate,2
41.96,-87.84,Traffic Jam,Standstill,67
41.96,-87.84,Traffic Jam,Unclassified,30
41.96,-87.8,Accident,Unclassified,3
41.96,-87.8,Hazard,Road,5
41.96,-87.8,Hazard,Unclassified,2
41.96,-87.8,Traffic Jam,Heavy,33
41.96,-87.8,Traffic Jam,Moderate,1
41.96,-87.8,Traffic Jam,Standstill,26
41.96,-87.8,Traffic Jam,Unclassified,12
41.96,-87.79,Accident,Unclassified,7
41.96,-87.79,Hazard,Road,21
41.96,-87.79,Hazard,Shoulder,3
41.96,-87.79,Hazard,Weather,3
41.96,-87.79,Traffic Jam,Heavy,22
41.96,-87.79,Traffic Jam,Standstill,9
41.96,-87.79,Traffic Jam,Unclassified,14
41.96,-87.78,Accident,Major,1
41.96,-87.78,Accident,Unclassified,9
41.96,-87.78,Hazard,Road,52
41.96,-87.78,Hazard,Shoulder,2
41.96,-87.78,Hazard,Weather,1
41.96,-87.78,Road Closure,Construction,1
41.96,-87.78,Road Closure,Unclassified,12
41.96,-87.78,Traffic Jam,Heavy,33
41.96,-87.78,Traffic Jam,Moderate,1
41.96,-87.78,Traffic Jam,Standstill,22
41.96,-87.78,Traffic Jam,Unclassified,33
41.96,-87.77,Accident,Minor,2
41.96,-87.77,Accident,Unclassified,9
41.96,-87.77,Hazard,Road,173
41.96,-87.77,Hazard,Shoulder,2
41.96,-87.77,Hazard,Weather,3
41.96,-87.77,Road Closure,Unclassified,15
41.96,-87.77,Traffic Jam,Heavy,73
41.96,-87.77,Traffic Jam,Moderate,1
41.96,-87.77,Traffic Jam,Standstill,50
41.96,-87.77,Traffic Jam,Unclassified,36
41.96,-87.76,Accident,Major,1
41.96,-87.76,Accident,Minor,2
41.96,-87.76,Accident,Unclassified,12
41.96,-87.76,Hazard,Road,142
41.96,-87.76,Hazard,Shoulder,10
41.96,-87.76,Hazard,Unclassified,1
41.96,-87.76,Hazard,Weather,5
41.96,-87.76,Road Closure,Unclassified,57
41.96,-87.76,Traffic Jam,Heavy,200
41.96,-87.76,Traffic Jam,Moderate,4
41.96,-87.76,Traffic Jam,Standstill,163
41.96,-87.76,Traffic Jam,Unclassified,90
41.96,-87.75,Accident,Major,28
41.96,-87.75,Accident,Minor,27
41.96,-87.75,Accident,Unclassified,123
41.96,-87.75,Hazard,Road,819
41.96,-87.75,Hazard,Shoulder,1495
41.96,-87.75,Hazard,Unclassified,19
41.96,-87.75,Hazard,Weather,13
41.96,-87.75,Road Closure,Construction,2
41.96,-87.75,Road Closure,Event,9907
41.96,-87.75,Road Closure,Unclassified,159
41.96,-87.75,Traffic Jam,Heavy,1820
41.96,-87.75,Traffic Jam,Moderate,28
41.96,-87.75,Traffic Jam,Standstill,1456
41.96,-87.75,Traffic Jam,Unclassified,413
41.96,-87.74,Accident,Major,41
41.96,-87.74,Accident,Minor,38
41.96,-87.74,Accident,Unclassified,209
41.96,-87.74,Hazard,Road,857
41.96,-87.74,Hazard,Shoulder,2158
41.96,-87.74,Hazard,Unclassified,16
41.96,-87.74,Hazard,Weather,30
41.96,-87.74,Road Closure,Construction,1
41.96,-87.74,Road Closure,Event,1
41.96,-87.74,Road Closure,Unclassified,27
41.96,-87.74,Traffic Jam,Heavy,2945
41.96,-87.74,Traffic Jam,Moderate,51
41.96,-87.74,Traffic Jam,Standstill,2287
41.96,-87.74,Traffic Jam,Unclassified,571
41.96,-87.73,Accident,Major,9
41.96,-87.73,Accident,Minor,11
41.96,-87.73,Accident,Unclassified,65
41.96,-87.73,Hazard,Road,361
41.96,-87.73,Hazard,Shoulder,406
41.96,-87.73,Hazard,Unclassified,8
41.96,-87.73,Hazard,Weather,10
41.96,-87.73,Road Closure,Event,1
41.96,-87.73,Road Closure,Unclassified,28
41.96,-87.73,Traffic Jam,Heavy,857
41.96,-87.73,Traffic Jam,Moderate,28
41.96,-87.73,Traffic Jam,Standstill,651
41.96,-87.73,Traffic Jam,Unclassified,219
41.96,-87.72,Accident,Major,3
41.96,-87.72,Accident,Minor,1
41.96,-87.72,Accident,Unclassified,11
41.96,-87.72,Hazard,Road,161
41.96,-87.72,Hazard,Shoulder,8
41.96,-87.72,Hazard,Weather,8
41.96,-87.72,Road Closure,Unclassified,24
41.96,-87.72,Traffic Jam,Heavy,236
41.96,-87.72,Traffic Jam,Moderate,7
41.96,-87.72,Traffic Jam,Standstill,193
41.96,-87.72,Traffic Jam,Unclassified,102
41.96,-87.71,Accident,Major,2
41.96,-87.71,Accident,Minor,1
41.96,-87.71,Accident,Unclassified,16
41.96,-87.71,Hazard,Road,236
41.96,-87.71,Hazard,Shoulder,13
41.96,-87.71,Hazard,Unclassified,2
41.96,-87.71,Hazard,Weather,3
41.96,-87.71,Road Closure,Unclassified,14
41.96,-87.71,Traffic Jam,Heavy,344
41.96,-87.71,Traffic Jam,Moderate,9
41.96,-87.71,Traffic Jam,Standstill,169
41.96,-87.71,Traffic Jam,Unclassified,107
41.96,-87.7,Accident,Major,3
41.96,-87.7,Accident,Minor,1
41.96,-87.7,Accident,Unclassified,11
41.96,-87.7,Hazard,Road,226
41.96,-87.7,Hazard,Shoulder,4
41.96,-87.7,Hazard,Weather,1
41.96,-87.7,Road Closure,Construction,2
41.96,-87.7,Road Closure,Event,2
41.96,-87.7,Road Closure,Unclassified,250
41.96,-87.7,Traffic Jam,Heavy,390
41.96,-87.7,Traffic Jam,Moderate,4
41.96,-87.7,Traffic Jam,Standstill,179
41.96,-87.7,Traffic Jam,Unclassified,63
41.96,-87.69,Accident,Major,6
41.96,-87.69,Accident,Minor,1
41.96,-87.69,Accident,Unclassified,25
41.96,-87.69,Hazard,Road,269
41.96,-87.69,Hazard,Shoulder,9
41.96,-87.69,Hazard,Unclassified,1
41.96,-87.69,Hazard,Weather,6
41.96,-87.69,Road Closure,Construction,5
41.96,-87.69,Road Closure,Event,1
41.96,-87.69,Road Closure,Unclassified,214
41.96,-87.69,Traffic Jam,Heavy,369
41.96,-87.69,Traffic Jam,Moderate,14
41.96,-87.69,Traffic Jam,Standstill,323
41.96,-87.69,Traffic Jam,Unclassified,116
41.96,-87.68,Accident,Major,3
41.96,-87.68,Accident,Unclassified,17
41.96,-87.68,Hazard,Road,155
41.96,-87.68,Hazard,Shoulder,9
41.96,-87.68,Hazard,Weather,2
41.96,-87.68,Road Closure,Unclassified,17
41.96,-87.68,Traffic Jam,Heavy,164
41.96,-87.68,Traffic Jam,Moderate,9
41.96,-87.68,Traffic Jam,Standstill,168
41.96,-87.68,Traffic Jam,Unclassified,83
41.96,-87.67,Accident,Major,1
41.96,-87.67,Accident,Minor,3
41.96,-87.67,Accident,Unclassified,21
41.96,-87.67,Hazard,Road,281
41.96,-87.67,Hazard,Shoulder,28
41.96,-87.67,Hazard,Unclassified,1
41.96,-87.67,Hazard,Weather,2
41.96,-87.67,Road Closure,Event,5
41.96,-87.67,Road Closure,Unclassified,26
41.96,-87.67,Traffic Jam,Heavy,259
41.96,-87.67,Traffic Jam,Moderate,5
41.96,-87.67,Traffic Jam,Standstill,186
41.96,-87.67,Traffic Jam,Unclassified,101
41.96,-87.66,Accident,Major,4
41.96,-87.66,Accident,Unclassified,4
41.96,-87.66,Hazard,Road,36
41.96,-87.66,Hazard,Shoulder,5
41.96,-87.66,Hazard,Weather,3
41.96,-87.66,Road Closure,Event,35
41.96,-87.66,Road Closure,Unclassified,5
41.96,-87.66,Traffic Jam,Heavy,121
41.96,-87.66,Traffic Jam,Moderate,3
41.96,-87.66,Traffic Jam,Standstill,153
41.96,-87.66,Traffic Jam,Unclassified,58
41.96,-87.65,Accident,Major,9
41.96,-87.65,Accident,Minor,6
41.96,-87.65,Accident,Unclassified,62
41.96,-87.65,Hazard,Road,385
41.96,-87.65,Hazard,Shoulder,271
41.96,-87.65,Hazard,Unclassified,1
41.96,-87.65,Hazard,Weather,64
41.96,-87.65,Road Closure,Event,46
41.96,-87.65,Road Closure,Unclassified,17
41.96,-87.65,Traffic Jam,Heavy,460
41.96,-87.65,Traffic Jam,Moderate,9
41.96,-87.65,Traffic Jam,Standstill,547
41.96,-87.65,Traffic Jam,Unclassified,145
41.96,-87.64,Accident,Minor,1
41.96,-87.64,Accident,Unclassified,5
41.96,-87.64,Hazard,Road,37
41.96,-87.64,Hazard,Shoulder,24
41.96,-87.64,Hazard,Weather,1
41.96,-87.64,Road Closure,Event,1
41.96,-87.64,Road Closure,Unclassified,2
41.96,-87.64,Traffic Jam,Heavy,35
41.96,-87.64,Traffic Jam,Moderate,1
41.96,-87.64,Traffic Jam,Standstill,62
41.96,-87.64,Traffic Jam,Unclassified,18
41.96,-87.63,Hazard,Road,1
41.96,-87.63,Traffic Jam,Heavy,1
41.96,-87.63,Traffic Jam,Standstill,2
41.97,-87.89,Accident,Unclassified,2
41.97,-87.89,Hazard,Road,9
41.97,-87.89,Hazard,Shoulder,8
41.97,-87.89,Hazard,Unclassified,3
41.97,-87.89,Hazard,Weather,3
41.97,-87.89,Traffic Jam,Heavy,7
41.97,-87.89,Traffic Jam,Standstill,16
41.97,-87.89,Traffic Jam,Unclassified,6
41.97,-87.88,Hazard,Road,1
41.97,-87.88,Hazard,Shoulder,5
41.97,-87.88,Hazard,Unclassified,4
41.97,-87.87,Hazard,Road,13
41.97,-87.87,Hazard,Unclassified,8
41.97,-87.86,Accident,Unclassified,1
41.97,-87.86,Hazard,Road,2
41.97,-87.86,Traffic Jam,Standstill,1
41.97,-87.86,Traffic Jam,Unclassified,1
41.97,-87.85,Accident,Major,1
41.97,-87.85,Accident,Minor,2
41.97,-87.85,Accident,Unclassified,10
41.97,-87.85,Hazard,Road,124
41.97,-87.85,Hazard,Shoulder,25
41.97,-87.85,Hazard,Unclassified,18
41.97,-87.85,Hazard,Weather,2
41.97,-87.85,Traffic Jam,Heavy,10
41.97,-87.85,Traffic Jam,Standstill,4
41.97,-87.85,Traffic Jam,Unclassified,7
41.97,-87.84,Accident,Unclassified,1
41.97,-87.84,Hazard,Road,17
41.97,-87.84,Hazard,Shoulder,1
41.97,-87.84,Hazard,Unclassified,5
41.97,-87.84,Hazard,Weather,1
41.97,-87.84,Traffic Jam,Heavy,2
41.97,-87.84,Traffic Jam,Unclassified,1
41.97,-87.83,Accident,Unclassified,1
41.97,-87.83,Hazard,Road,9
41.97,-87.83,Hazard,Shoulder,1
41.97,-87.83,Hazard,Unclassified,21
41.97,-87.83,Traffic Jam,Standstill,2
41.97,-87.82,Accident,Minor,1
41.97,-87.82,Hazard,Road,15
41.97,-87.82,Hazard,Unclassified,37
41.97,-87.82,Traffic Jam,Heavy,8
41.97,-87.82,Traffic Jam,Standstill,20
41.97,-87.82,Traffic Jam,Unclassified,6
41.97,-87.81,Accident,Minor,2
41.97,-87.81,Accident,Unclassified,4
41.97,-87.81,Hazard,Road,69
41.97,-87.81,Hazard,Shoulder,6
41.97,-87.81,Hazard,Unclassified,121
41.97,-87.81,Hazard,Weather,1
41.97,-87.81,Traffic Jam,Heavy,38
41.97,-87.81,Traffic Jam,Moderate,2
41.97,-87.81,Traffic Jam,Standstill,44
41.97,-87.81,Traffic Jam,Unclassified,28
41.97,-87.8,Accident,Unclassified,1
41.97,-87.8,Hazard,Road,15
41.97,-87.8,Hazard,Unclassified,4
41.97,-87.8,Hazard,Weather,2
41.97,-87.8,Traffic Jam,Standstill,1
41.97,-87.8,Traffic Jam,Unclassified,2
41.97,-87.79,Accident,Major,2
41.97,-87.79,Accident,Unclassified,7
41.97,-87.79,Hazard,Road,137
41.97,-87.79,Hazard,Unclassified,3
41.97,-87.79,Road Closure,Unclassified,1
41.97,-87.79,Traffic Jam,Heavy,127
41.97,-87.79,Traffic Jam,Moderate,2
41.97,-87.79,Traffic Jam,Standstill,122
41.97,-87.79,Traffic Jam,Unclassified,43
41.97,-87.78,Accident,Minor,1
41.97,-87.78,Accident,Unclassified,13
41.97,-87.78,Hazard,Road,98
41.97,-87.78,Hazard,Shoulder,5
41.97,-87.78,Hazard,Unclassified,2
41.97,-87.78,Hazard,Weather,4
41.97,-87.78,Road Closure,Unclassified,1
41.97,-87.78,Traffic Jam,Heavy,69
41.97,-87.78,Traffic Jam,Moderate,1
41.97,-87.78,Traffic Jam,Standstill,49
41.97,-87.78,Traffic Jam,Unclassified,44
41.97,-87.77,Accident,Major,49
41.97,-87.77,Accident,Minor,8
41.97,-87.77,Accident,Unclassified,120
41.97,-87.77,Hazard,Road,370
41.97,-87.77,Hazard,Shoulder,846
41.97,-87.77,Hazard,Unclassified,7
41.97,-87.77,Hazard,Weather,7
41.97,-87.77,Road Closure,Unclassified,12
41.97,-87.77,Traffic Jam,Heavy,2057
41.97,-87.77,Traffic Jam,Moderate,16
41.97,-87.77,Traffic Jam,Standstill,1676
41.97,-87.77,Traffic Jam,Unclassified,412
41.97,-87.76,Accident,Major,88
41.97,-87.76,Accident,Minor,26
41.97,-87.76,Accident,Unclassified,188
41.97,-87.76,Hazard,Road,968
41.97,-87.76,Hazard,Shoulder,1351
41.97,-87.76,Hazard,Unclassified,11
41.97,-87.76,Hazard,Weather,18
41.97,-87.76,Road Closure,Construction,1
41.97,-87.76,Road Closure,Unclassified,37
41.97,-87.76,Traffic Jam,Heavy,2752
41.97,-87.76,Traffic Jam,Moderate,34
41.97,-87.76,Traffic Jam,Standstill,2503
41.97,-87.76,Traffic Jam,Unclassified,567
41.97,-87.75,Accident,Major,63
41.97,-87.75,Accident,Minor,28
41.97,-87.75,Accident,Unclassified,279
41.97,-87.75,Hazard,Road,1209
41.97,-87.75,Hazard,Shoulder,2788
41.97,-87.75,Hazard,Unclassified,15
41.97,-87.75,Hazard,Weather,15
41.97,-87.75,Road Closure,Construction,3
41.97,-87.75,Road Closure,Event,4932
41.97,-87.75,Road Closure,Unclassified,133
41.97,-87.75,Traffic Jam,Heavy,2399
41.97,-87.75,Traffic Jam,Moderate,69
41.97,-87.75,Traffic Jam,Standstill,2079
41.97,-87.75,Traffic Jam,Unclassified,558
41.97,-87.74,Accident,Major,1
41.97,-87.74,Accident,Minor,1
41.97,-87.74,Accident,Unclassified,16
41.97,-87.74,Hazard,Road,80
41.97,-87.74,Hazard,Shoulder,6
41.97,-87.74,Hazard,Weather,9
41.97,-87.74,Road Closure,Construction,4
41.97,-87.74,Road Closure,Unclassified,26
41.97,-87.74,Traffic Jam,Heavy,349
41.97,-87.74,Traffic Jam,Moderate,15
41.97,-87.74,Traffic Jam,Standstill,286
41.97,-87.74,Traffic Jam,Unclassified,128
41.97,-87.73,Accident,Major,1
41.97,-87.73,Accident,Minor,1
41.97,-87.73,Accident,Unclassified,13
41.97,-87.73,Hazard,Road,218
41.97,-87.73,Hazard,Shoulder,17
41.97,-87.73,Hazard,Unclassified,1
41.97,-87.73,Hazard,Weather,3
41.97,-87.73,Road Closure,Construction,5
41.97,-87.73,Road Closure,Event,3
